start_id,end_id,relation,end_time,position,sport_number,start_time,time
Q3827160,Q462471,playsposition,,,,,
Q3830303,Q462471,playsposition,,,,,
Q3844781,Q462471,playsposition,,,,,
Q3853063,Q462471,playsposition,,,,,
Q3854068,Q462471,playsposition,,,,,
Q3857432,Q462471,playsposition,,,,,
Q3876872,Q462471,playsposition,,,,,
Q3885957,Q462471,playsposition,,,,,
Q3900798,Q462471,playsposition,,,,,
Q17282759,Q462471,playsposition,,,,,
Q3940266,Q462471,playsposition,,,,,
Q7308238,Q308879,playsposition,,,,,
Q16226914,Q308879,playsposition,,,,,
Q3968218,Q462471,playsposition,,,,,
Q3984807,Q462471,playsposition,,,,,
Q3992539,Q462471,playsposition,,,,,
Q4010129,Q462471,playsposition,,,,,
Q4018600,Q462471,playsposition,,,,,
Q3154593,Q462471,playsposition,,,,,
Q3194911,Q462471,playsposition,,,,,
Q3280792,Q462471,playsposition,,,,,
Q3531765,Q462471,playsposition,,,,,
Q3569388,Q462471,playsposition,,,,,
Q3618485,Q462471,playsposition,,,,,
Q3641335,Q462471,playsposition,,,,,
Q3646329,Q462471,playsposition,,,,,
Q3664160,Q462471,playsposition,,,,,
Q3675554,Q462471,playsposition,,,,,
Q4772615,Q462471,playsposition,,,,,
Q3680677,Q462471,playsposition,,,,,
Q3703053,Q462471,playsposition,,,,,
Q3706956,Q462471,playsposition,,,,,
Q3760553,Q462471,playsposition,,,,,
Q3808119,Q308879,playsposition,,,,,
Q3808305,Q308879,playsposition,,,,,
Q3808362,Q308879,playsposition,,,,,
Q3808701,Q308879,playsposition,,,,,
Q3810961,Q308879,playsposition,,,,,
Q3808336,Q462471,playsposition,,,,,
Q3808356,Q462471,playsposition,,,,,
Q3808386,Q462471,playsposition,,,,,
Q3809170,Q462471,playsposition,,,,,
Q3814329,Q308879,playsposition,,,,,
Q3814512,Q308879,playsposition,,,,,
Q3814814,Q308879,playsposition,,,,,
Q3815277,Q308879,playsposition,,,,,
Q3830799,Q308879,playsposition,,,,,
Q3827135,Q462471,playsposition,,,,,
Q3849433,Q308879,playsposition,,,,,
Q3854063,Q308879,playsposition,,,,,
Q3854325,Q308879,playsposition,,,,,
Q3849539,Q462471,playsposition,,,,,
Q3857437,Q308879,playsposition,,,,,
Q3857364,Q462471,playsposition,,,,,
Q3857391,Q462471,playsposition,,,,,
Q3870574,Q308879,playsposition,,,,,
Q3909901,Q308879,playsposition,,,,,
Q3930034,Q308879,playsposition,,,,,
Q3934866,Q308879,playsposition,,,,,
Q3935041,Q308879,playsposition,,,,,
Q17306022,Q308879,playsposition,,,,,
Q3934732,Q462471,playsposition,,,,,
Q3934757,Q462471,playsposition,,,,,
Q3934866,Q462471,playsposition,,,,,
Q3935021,Q462471,playsposition,,,,,
Q3940982,Q308879,playsposition,,,,,
Q3941142,Q308879,playsposition,,,,,
Q3941143,Q462471,playsposition,,,,,
Q3992239,Q308879,playsposition,,,,,
Q3993254,Q308879,playsposition,,,,,
Q4017908,Q308879,playsposition,,,,,
Q1075984,Q462471,playsposition,,,,,
Q1077437,Q462471,playsposition,,,,,
Q1115784,Q462471,playsposition,,,,,
Q1121377,Q462471,playsposition,,,,,
Q1132527,Q462471,playsposition,,,,,
Q1132528,Q462471,playsposition,,,,,
Q1238103,Q462471,playsposition,,,,,
Q1279973,Q462471,playsposition,,,,,
Q1332856,Q462471,playsposition,,,,,
Q1339658,Q462471,playsposition,,,,,
Q1358452,Q462471,playsposition,,,,,
Q50363033,Q462471,playsposition,,,,,
Q1407902,Q462471,playsposition,,,,,
Q1459561,Q462471,playsposition,,,,,
Q62733134,Q308879,playsposition,,,,,
Q62764548,Q308879,playsposition,,,,,
Q1607981,Q462471,playsposition,,,,,
Q1617178,Q462471,playsposition,,,,,
Q1621788,Q462471,playsposition,,,,,
Q1627840,Q462471,playsposition,,,,,
Q1634914,Q462471,playsposition,,,,,
Q1659574,Q462471,playsposition,,,,,
Q1661518,Q462471,playsposition,,,,,
Q555198,Q308879,playsposition,,,,,
Q573600,Q308879,playsposition,,,,,
Q581074,Q308879,playsposition,,,,,
Q581976,Q308879,playsposition,,,,,
Q587569,Q308879,playsposition,,,,,
Q634812,Q308879,playsposition,,,,,
Q641345,Q308879,playsposition,,,,,
Q671294,Q308879,playsposition,,,,,
Q678639,Q308879,playsposition,,,,,
Q28925029,Q462471,playsposition,,,,,
Q744920,Q308879,playsposition,,,,,
Q764756,Q308879,playsposition,,,,,
Q769722,Q308879,playsposition,,,,,
Q770083,Q308879,playsposition,,,,,
Q778308,Q308879,playsposition,,,,,
Q42727061,Q462471,playsposition,,,,,
Q29434467,Q462471,playsposition,,,,,
Q77359313,Q308879,playsposition,,,,,
Q60286895,Q308879,playsposition,,,,,
Q64985934,Q308879,playsposition,,,,,
Q60736578,Q308879,playsposition,,,,,
Q201608,Q462471,playsposition,,,,,
Q65962094,Q308879,playsposition,,,,,
Q270975,Q462471,playsposition,,,,,
Q296403,Q462471,playsposition,,,,,
Q310281,Q462471,playsposition,,,,,
Q316253,Q462471,playsposition,,,,,
Q317045,Q462471,playsposition,,,,,
Q337729,Q462471,playsposition,,,,,
Q343746,Q462471,playsposition,,,,,
Q352064,Q462471,playsposition,,,,,
Q362214,Q462471,playsposition,,,,,
Q363421,Q462471,playsposition,,,,,
Q363445,Q462471,playsposition,,,,,
Q376586,Q462471,playsposition,,,,,
Q384801,Q462471,playsposition,,,,,
Q520357,Q462471,playsposition,,,,,
Q521829,Q462471,playsposition,,,,,
Q530134,Q462471,playsposition,,,,,
Q541911,Q462471,playsposition,,,,,
Q550654,Q462471,playsposition,,,,,
Q557526,Q462471,playsposition,,,,,
Q66309754,Q308879,playsposition,,,,,
Q587512,Q462471,playsposition,,,,,
Q616436,Q462471,playsposition,,,,,
Q652743,Q462471,playsposition,,,,,
Q719631,Q462471,playsposition,,,,,
Q741842,Q462471,playsposition,,,,,
Q767817,Q462471,playsposition,,,,,
Q773636,Q462471,playsposition,,,,,
Q783112,Q462471,playsposition,,,,,
Q933190,Q462471,playsposition,,,,,
Q938730,Q462471,playsposition,,,,,
Q951041,Q462471,playsposition,,,,,
Q971393,Q462471,playsposition,,,,,
Q987146,Q462471,playsposition,,,,,
Q75656968,Q308879,playsposition,,,,,
Q1061731,Q462471,playsposition,,,,,
Q128109,Q745984,partofdivision,,,,,
Q169637,Q745984,partofdivision,,,,,
Q169661,Q745984,partofdivision,,,,,
Q170329,Q745984,partofdivision,,,,,
Q180950,Q723639,partofdivision,,,,,
Q162954,Q723639,partofdivision,,,,,
Q167253,Q723639,partofdivision,,,,,
Q170649,Q723639,partofdivision,,,,,
Q162990,Q745984,partofdivision,,,,,
Q170558,Q723639,partofdivision,,,,,
Q161345,Q391166,partofdivision,,,,,
Q131364,Q638908,partofdivision,,,,,
Q163480,Q639928,partofdivision,,,,,
Q572134,Q638908,partofdivision,,,,,
Q131371,Q638908,partofdivision,,,,,
Q976396,Q206201,partofdivision,,,,,
Q138089,Q638908,partofdivision,,,,,
Q169165,Q639928,partofdivision,,,,,
Q121783,Q206201,partofdivision,,,,,
Q169138,Q639928,partofdivision,,,,,
Q165529,Q391166,partofdivision,,,,,
Q159893,Q639928,partofdivision,,,,,
Q161337,Q639928,partofdivision,,,,,
Q132893,Q391166,partofdivision,,,,,
Q159729,Q391166,partofdivision,,,,,
Q166105,Q206201,partofdivision,,,,,
Q172339,Q391166,partofdivision,,,,,
Q132880,Q638908,partofdivision,,,,,
Q157376,Q206201,partofdivision,,,,,
Q164177,Q206201,partofdivision,,,,,
Q572134,Q1048921,hashomevenue,1977,,,1972,
Q169661,Q1144284,hashomevenue,1957,,,1952,
Q159893,Q1058931,hashomevenue,1999,,,1997,
Q169661,Q7056750,hashomevenue,1952,,,1948,
Q170329,Q3294309,hashomevenue,1999,,,1974,
Q159893,Q1970067,hashomevenue,1997,,,1972,
Q121783,Q1571403,hashomevenue,1967,,,1960,
Q180950,Q1570942,hashomevenue,1995,,,1994,
Q180950,Q977529,hashomevenue,1994,,,1985,
Q180950,Q977529,hashomevenue,1978,,,1967,
Q180950,Q977529,hashomevenue,2008,,,1995,
Q165529,Q2226897,hashomevenue,2004,,,2001,
Q169661,Q1201545,hashomevenue,1961,,,1957,
Q976396,Q2927640,hashomevenue,1978,,,1970,
Q163480,Q632138,hashomevenue,2002,,,1988,
Q163480,Q632138,hashomevenue,2005,,,2004,
Q131371,Q1783634,hashomevenue,1995,,,1975,
Q572134,Q7691702,hashomevenue,1968,,,1967,
Q169138,Q1857422,hashomevenue,1999,,,1988,
Q170649,Q756452,hashomevenue,1979,,,1975,
Q131371,Q919959,hashomevenue,1947,,,1946,
Q169637,Q737976,hashomevenue,2018,,,1988,
Q2354728,Q104857179,hashomevenue,1942,,,1938,
Q572134,Q538218,hashomevenue,2010,,,1981,
Q161345,Q2435324,hashomevenue,2003,,,1975,
Q138089,Q7603208,hashomevenue,1951,,,1949,
Q2354728,Q7492276,hashomevenue,1951,,,1942,
Q169661,Q1104711,hashomevenue,1978,,,1961,
Q159893,Q14688239,hashomevenue,1951,,,1946,
Q138089,Q2085822,hashomevenue,1996,,,1967,
Q159893,Q1142808,hashomevenue,1955,,,1951,
Q159893,Q3495282,hashomevenue,1968,,,1955,
Q976396,Q3106621,hashomevenue,1984,,,1978,
Q162954,Q5259698,hashomevenue,1970,,,1967,
Q121783,Q639129,hashomevenue,1999,,,1967,
Q170649,Q6936134,hashomevenue,1975,,,1974,
Q976396,Q1571403,hashomevenue,1999,,,1984,
Q138089,Q3566224,hashomevenue,1963,,,1951,
Q167253,Q549437,hashomevenue,1995,,,1970,
Q169165,Q2739940,hashomevenue,1973,,,1963,
Q159893,Q3024991,hashomevenue,1968,,,1955,
Q2928124,Q4852825,hashomevenue,1954,,,1944,
Q138089,Q3378842,hashomevenue,1967,,,1963,
Q162954,Q2081796,hashomevenue,1999,,,1975,
Q131364,Q6728098,hashomevenue,1968,,,1946,
Q572134,Q849027,hashomevenue,2012,,,2010,
Q169165,Q2370898,hashomevenue,1963,,,1962,
Q170329,Q14688354,hashomevenue,1974,,,1967,
Q159893,Q1492102,hashomevenue,1999,,,1997,
Q159893,Q1492102,hashomevenue,1972,,,1968,
Q170649,Q686525,hashomevenue,1984,,,1983,
Q121783,Q745327,hashomevenue,1960,,,1947,
Q169165,Q1666325,hashomevenue,1962,,,1961,
Q132893,Q1859962,hashomevenue,2001,,,1980,
Q131371,Q894567,hashomevenue,1995,,,1946,
Q161345,Q3106621,hashomevenue,1971,,,1967,
Q131364,Q2781236,hashomevenue,1960,,,1946,
Q169637,Q1142808,hashomevenue,1988,,,1968,
Q169661,Q211662,hashomevenue,1988,,,1978,
Q128109,Q2703852,hashomevenue,1994,,,1967,
Q180950,Q990430,hashomevenue,1985,,,1978,
Q169661,Q1327633,hashomevenue,2017,,,1988,
Q121783,Q3315539,hashomevenue,1959,,,1947,
Q726423,Q5259672,hashomevenue,1950,,,1948,
Q170649,Q6694553,hashomevenue,1975,,,1974,
Q976396,Q1814534,hashomevenue,1974,,,1971,
Q161337,Q481794,hashomevenue,2010,,,1989,
Q162990,Q2982682,hashomevenue,1994,,,1974,
Q138089,Q3378843,hashomevenue,1967,,,1963,
Q169661,Q5021351,hashomevenue,1961,,,1957,
Q572134,Q6083131,hashomevenue,1972,,,1969,
Q162954,Q5259672,hashomevenue,1975,,,1967,
Q572134,Q14706822,hashomevenue,1969,,,1968,
Q169165,Q3656844,hashomevenue,1997,,,1973,
Q572134,Q6686804,hashomevenue,1981,,,1977,
Q128109,Q1666325,hashomevenue,1967,,,1966,
Q170649,Q17030210,hashomevenue,1991,,,1979,
Q161345,Q5876764,hashomevenue,1975,,,1971,
Q166105,Q5337822,hashomevenue,1955,,,1945,
Q159729,Q1618347,hashomevenue,2002,,,1993,
Q166105,Q7089414,hashomevenue,1978,,,1972,
Q166105,Q93831,hashomevenue,2016,,,1988,
Q166105,Q14704450,hashomevenue,1974,,,1972,
Q162990,Q5132059,hashomevenue,1974,,,1970,
Q157376,Q604015,hashomevenue,1964,,,1962,
Q157376,Q604015,hashomevenue,1971,,,1966,
Q131371,Q432105,hashomevenue,,,,1995,
Q159729,Q9035055,hashomevenue,1973,,,1967,
Q169661,Q18154984,hashomevenue,,,,2017,
Q162954,Q795470,hashomevenue,,,,1999,
Q138089,Q818735,hashomevenue,,,,1996,
Q166105,Q1092220,hashomevenue,1972,,,1957,
Q180950,Q665434,hashomevenue,,,,2008,
Q159729,Q5123035,hashomevenue,1971,,,1970,
Q132880,Q406972,hashomevenue,,,,1999,
Q170558,Q282675,hashomevenue,,,,1990,
Q169165,Q223240,hashomevenue,,,,1997,
Q132893,Q463345,hashomevenue,,,,2001,
Q159729,Q1145169,hashomevenue,1993,,,1973,
Q159893,Q1123297,hashomevenue,,,,1999,
Q164177,Q670890,hashomevenue,1992,,,1968,
Q159729,Q1438829,hashomevenue,1971,,,1970,
Q157376,Q15262098,hashomevenue,,,,2019,
Q169138,Q420129,hashomevenue,,,,1999,
Q159729,Q3012439,hashomevenue,1973,,,1967,
Q169637,Q20372160,hashomevenue,,,,2018,
Q166105,Q4653610,hashomevenue,1988,,,1985,
Q572134,Q807966,hashomevenue,,,,2012,
Q513372,Q3785713,hashomevenue,1953,,,1949,
Q128109,Q639975,hashomevenue,,,,1994,
Q3128787,Q6801072,hashomevenue,1951,,,1948,
Q157376,Q3378843,hashomevenue,1962,,,1952,
Q3360254,Q14688290,hashomevenue,1950,,,1949,
Q172339,Q1515840,hashomevenue,,,,2002,
Q172339,Q665434,hashomevenue,2007,,,2005,
Q167253,Q1347442,hashomevenue,,,,1995,
Q157376,Q781955,hashomevenue,1965,,,1962,
Q157376,Q3378842,hashomevenue,1962,,,1946,
Q163480,Q983870,hashomevenue,,,,2005,
Q157376,Q1139021,hashomevenue,2019,,,1971,
Q121783,Q186080,hashomevenue,,,,1999,
Q157376,Q261863,hashomevenue,1997,,,1996,
Q166105,Q885674,hashomevenue,1957,,,1955,
Q170558,Q1072186,hashomevenue,1990,,,1989,
Q166105,Q1489399,hashomevenue,1985,,,1974,
Q3307390,Q517318,hashomevenue,2001,,,1995,
Q164177,Q1538690,hashomevenue,,,,1992,
Q132880,Q76318,hashomevenue,1999,,,1995,
Q162990,Q387157,hashomevenue,,,,1994,
Q161337,Q481795,hashomevenue,,,,2010,
Q976396,Q186080,hashomevenue,,,,1999,
Q170649,Q82294,hashomevenue,,,,1991,
Q170329,Q545007,hashomevenue,,,,1999,
Q157376,Q4909197,hashomevenue,1971,,,1968,
Q157376,Q4909197,hashomevenue,1967,,,1964,
Q159729,Q298573,hashomevenue,,,,2002,
Q165529,Q641212,hashomevenue,,,,2004,
Q131364,Q186125,hashomevenue,,,,1968,
Q166105,Q7011384,hashomevenue,,,,2016,
Q161345,Q1166157,hashomevenue,,,,2003,
Q17717,Q17717,issameas,,,,,
Q40444,Q40444,issameas,,,,,
Q40490,Q40490,issameas,,,,,
Q48835,Q48835,issameas,,,,,
Q60971,Q60971,issameas,,,,,
Q61675,Q61675,issameas,,,,,
Q65594,Q65594,issameas,,,,,
Q70386,Q70386,issameas,,,,,
Q71980,Q71980,issameas,,,,,
Q112449,Q112449,issameas,,,,,
Q115509,Q115509,issameas,,,,,
Q127125,Q127125,issameas,,,,,
Q134183,Q134183,issameas,,,,,
Q150327,Q150327,issameas,,,,,
Q150502,Q150502,issameas,,,,,
Q380006,Q380006,issameas,,,,,
Q380033,Q380033,issameas,,,,,
Q380515,Q380515,issameas,,,,,
Q380541,Q380541,issameas,,,,,
Q382285,Q382285,issameas,,,,,
Q384252,Q384252,issameas,,,,,
Q385436,Q385436,issameas,,,,,
Q387141,Q387141,issameas,,,,,
Q388134,Q388134,issameas,,,,,
Q390215,Q390215,issameas,,,,,
Q431329,Q431329,issameas,,,,,
Q433148,Q433148,issameas,,,,,
Q434824,Q434824,issameas,,,,,
Q440111,Q440111,issameas,,,,,
Q440324,Q440324,issameas,,,,,
Q440357,Q440357,issameas,,,,,
Q443125,Q443125,issameas,,,,,
Q443267,Q443267,issameas,,,,,
Q446086,Q446086,issameas,,,,,
Q449642,Q449642,issameas,,,,,
Q451780,Q451780,issameas,,,,,
Q456776,Q456776,issameas,,,,,
Q458065,Q458065,issameas,,,,,
Q459413,Q459413,issameas,,,,,
Q459471,Q459471,issameas,,,,,
Q460193,Q460193,issameas,,,,,
Q460516,Q460516,issameas,,,,,
Q349684,Q349684,issameas,,,,,
Q350464,Q350464,issameas,,,,,
Q351802,Q351802,issameas,,,,,
Q352073,Q352073,issameas,,,,,
Q352093,Q352093,issameas,,,,,
Q352110,Q352110,issameas,,,,,
Q352118,Q352118,issameas,,,,,
Q352162,Q352162,issameas,,,,,
Q352168,Q352168,issameas,,,,,
Q352319,Q352319,issameas,,,,,
Q357458,Q357458,issameas,,,,,
Q359401,Q359401,issameas,,,,,
Q360955,Q360955,issameas,,,,,
Q368561,Q368561,issameas,,,,,
Q369563,Q369563,issameas,,,,,
Q370268,Q370268,issameas,,,,,
Q370572,Q370572,issameas,,,,,
Q371193,Q371193,issameas,,,,,
Q372180,Q372180,issameas,,,,,
Q372408,Q372408,issameas,,,,,
Q372859,Q372859,issameas,,,,,
Q375600,Q375600,issameas,,,,,
Q375767,Q375767,issameas,,,,,
Q298512,Q298512,issameas,,,,,
Q298531,Q298531,issameas,,,,,
Q301757,Q301757,issameas,,,,,
Q302068,Q302068,issameas,,,,,
Q304349,Q304349,issameas,,,,,
Q311195,Q311195,issameas,,,,,
Q311542,Q311542,issameas,,,,,
Q312643,Q312643,issameas,,,,,
Q312648,Q312648,issameas,,,,,
Q313485,Q313485,issameas,,,,,
Q314185,Q314185,issameas,,,,,
Q314614,Q314614,issameas,,,,,
Q314621,Q314621,issameas,,,,,
Q316161,Q316161,issameas,,,,,
Q316179,Q316179,issameas,,,,,
Q316246,Q316246,issameas,,,,,
Q316252,Q316252,issameas,,,,,
Q317209,Q317209,issameas,,,,,
Q324249,Q324249,issameas,,,,,
Q335762,Q335762,issameas,,,,,
Q339256,Q339256,issameas,,,,,
Q339988,Q339988,issameas,,,,,
Q177928,Q177928,issameas,,,,,
Q179051,Q179051,issameas,,,,,
Q179906,Q179906,issameas,,,,,
Q182455,Q182455,issameas,,,,,
Q185268,Q185268,issameas,,,,,
Q188222,Q188222,issameas,,,,,
Q190152,Q190152,issameas,,,,,
Q192955,Q192955,issameas,,,,,
Q193020,Q193020,issameas,,,,,
Q199896,Q199896,issameas,,,,,
Q201608,Q201608,issameas,,,,,
Q204285,Q204285,issameas,,,,,
Q221341,Q221341,issameas,,,,,
Q242185,Q242185,issameas,,,,,
Q259401,Q259401,issameas,,,,,
Q264393,Q264393,issameas,,,,,
Q264533,Q264533,issameas,,,,,
Q268303,Q268303,issameas,,,,,
Q270975,Q270975,issameas,,,,,
Q271933,Q271933,issameas,,,,,
Q280376,Q280376,issameas,,,,,
Q281499,Q281499,issameas,,,,,
Q282290,Q282290,issameas,,,,,
Q288853,Q288853,issameas,,,,,
Q289398,Q289398,issameas,,,,,
Q295322,Q295322,issameas,,,,,
Q295340,Q295340,issameas,,,,,
Q19615890,Q19615890,issameas,,,,,
Q15737093,Q15737093,issameas,,,,,
Q16010498,Q16010498,issameas,,,,,
Q16019753,Q16019753,issameas,,,,,
Q51046895,Q51046895,issameas,,,,,
Q17183534,Q17183534,issameas,,,,,
Q17183747,Q17183747,issameas,,,,,
Q17184019,Q17184019,issameas,,,,,
Q22004418,Q22004418,issameas,,,,,
Q13460814,Q13460814,issameas,,,,,
Q13673375,Q13673375,issameas,,,,,
Q18151213,Q18151213,issameas,,,,,
Q35707505,Q35707505,issameas,,,,,
Q19429398,Q19429398,issameas,,,,,
Q724581,Q724581,issameas,,,,,
Q725886,Q725886,issameas,,,,,
Q729072,Q729072,issameas,,,,,
Q731502,Q731502,issameas,,,,,
Q739699,Q739699,issameas,,,,,
Q740121,Q740121,issameas,,,,,
Q741265,Q741265,issameas,,,,,
Q742049,Q742049,issameas,,,,,
Q742119,Q742119,issameas,,,,,
Q763044,Q763044,issameas,,,,,
Q767363,Q767363,issameas,,,,,
Q770696,Q770696,issameas,,,,,
Q772141,Q772141,issameas,,,,,
Q775184,Q775184,issameas,,,,,
Q776019,Q776019,issameas,,,,,
Q776784,Q776784,issameas,,,,,
Q782348,Q782348,issameas,,,,,
Q782461,Q782461,issameas,,,,,
Q786633,Q786633,issameas,,,,,
Q817876,Q817876,issameas,,,,,
Q836418,Q836418,issameas,,,,,
Q887885,Q887885,issameas,,,,,
Q887909,Q887909,issameas,,,,,
Q888056,Q888056,issameas,,,,,
Q888707,Q888707,issameas,,,,,
Q918347,Q918347,issameas,,,,,
Q918916,Q918916,issameas,,,,,
Q919954,Q919954,issameas,,,,,
Q922434,Q922434,issameas,,,,,
Q924072,Q924072,issameas,,,,,
Q924857,Q924857,issameas,,,,,
Q925163,Q925163,issameas,,,,,
Q926153,Q926153,issameas,,,,,
Q926164,Q926164,issameas,,,,,
Q926204,Q926204,issameas,,,,,
Q926325,Q926325,issameas,,,,,
Q926364,Q926364,issameas,,,,,
Q930031,Q930031,issameas,,,,,
Q930445,Q930445,issameas,,,,,
Q930865,Q930865,issameas,,,,,
Q932632,Q932632,issameas,,,,,
Q932879,Q932879,issameas,,,,,
Q933804,Q933804,issameas,,,,,
Q936680,Q936680,issameas,,,,,
Q938730,Q938730,issameas,,,,,
Q939309,Q939309,issameas,,,,,
Q939422,Q939422,issameas,,,,,
Q940442,Q940442,issameas,,,,,
Q942651,Q942651,issameas,,,,,
Q943368,Q943368,issameas,,,,,
Q948037,Q948037,issameas,,,,,
Q948237,Q948237,issameas,,,,,
Q950413,Q950413,issameas,,,,,
Q955247,Q955247,issameas,,,,,
Q958366,Q958366,issameas,,,,,
Q958710,Q958710,issameas,,,,,
Q961660,Q961660,issameas,,,,,
Q962408,Q962408,issameas,,,,,
Q963613,Q963613,issameas,,,,,
Q964121,Q964121,issameas,,,,,
Q964580,Q964580,issameas,,,,,
Q964594,Q964594,issameas,,,,,
Q964593,Q964593,issameas,,,,,
Q964696,Q964696,issameas,,,,,
Q967072,Q967072,issameas,,,,,
Q968402,Q968402,issameas,,,,,
Q969401,Q969401,issameas,,,,,
Q970093,Q970093,issameas,,,,,
Q970313,Q970313,issameas,,,,,
Q970771,Q970771,issameas,,,,,
Q971106,Q971106,issameas,,,,,
Q971463,Q971463,issameas,,,,,
Q971538,Q971538,issameas,,,,,
Q972855,Q972855,issameas,,,,,
Q972990,Q972990,issameas,,,,,
Q973751,Q973751,issameas,,,,,
Q975034,Q975034,issameas,,,,,
Q975725,Q975725,issameas,,,,,
Q982612,Q982612,issameas,,,,,
Q1027716,Q1027716,issameas,,,,,
Q1027929,Q1027929,issameas,,,,,
Q1032471,Q1032471,issameas,,,,,
Q1055229,Q1055229,issameas,,,,,
Q1076942,Q1076942,issameas,,,,,
Q1077437,Q1077437,issameas,,,,,
Q1077691,Q1077691,issameas,,,,,
Q1089188,Q1089188,issameas,,,,,
Q1093489,Q1093489,issameas,,,,,
Q1101154,Q1101154,issameas,,,,,
Q1102109,Q1102109,issameas,,,,,
Q1109900,Q1109900,issameas,,,,,
Q1111167,Q1111167,issameas,,,,,
Q1117654,Q1117654,issameas,,,,,
Q1124553,Q1124553,issameas,,,,,
Q1132528,Q1132528,issameas,,,,,
Q1132658,Q1132658,issameas,,,,,
Q1132676,Q1132676,issameas,,,,,
Q1132778,Q1132778,issameas,,,,,
Q1134048,Q1134048,issameas,,,,,
Q3849539,Q3849539,issameas,,,,,
Q3849564,Q3849564,issameas,,,,,
Q3849577,Q3849577,issameas,,,,,
Q3852258,Q3852258,issameas,,,,,
Q3852415,Q3852415,issameas,,,,,
Q3854066,Q3854066,issameas,,,,,
Q3854321,Q3854321,issameas,,,,,
Q3856181,Q3856181,issameas,,,,,
Q3856917,Q3856917,issameas,,,,,
Q3857357,Q3857357,issameas,,,,,
Q3857362,Q3857362,issameas,,,,,
Q3857364,Q3857364,issameas,,,,,
Q3857391,Q3857391,issameas,,,,,
Q3857412,Q3857412,issameas,,,,,
Q3857437,Q3857437,issameas,,,,,
Q3857459,Q3857459,issameas,,,,,
Q3862090,Q3862090,issameas,,,,,
Q3863037,Q3863037,issameas,,,,,
Q3867448,Q3867448,issameas,,,,,
Q3878433,Q3878433,issameas,,,,,
Q3887091,Q3887091,issameas,,,,,
Q3887746,Q3887746,issameas,,,,,
Q3900801,Q3900801,issameas,,,,,
Q3901333,Q3901333,issameas,,,,,
Q3901344,Q3901344,issameas,,,,,
Q3911157,Q3911157,issameas,,,,,
Q3929794,Q3929794,issameas,,,,,
Q3930624,Q3930624,issameas,,,,,
Q3930640,Q3930640,issameas,,,,,
Q3930645,Q3930645,issameas,,,,,
Q3931725,Q3931725,issameas,,,,,
Q3931734,Q3931734,issameas,,,,,
Q3934007,Q3934007,issameas,,,,,
Q3934736,Q3934736,issameas,,,,,
Q3935002,Q3935002,issameas,,,,,
Q3935041,Q3935041,issameas,,,,,
Q3938234,Q3938234,issameas,,,,,
Q3938404,Q3938404,issameas,,,,,
Q3938465,Q3938465,issameas,,,,,
Q3939904,Q3939904,issameas,,,,,
Q3940266,Q3940266,issameas,,,,,
Q3940992,Q3940992,issameas,,,,,
Q3940996,Q3940996,issameas,,,,,
Q3941231,Q3941231,issameas,,,,,
Q3942304,Q3942304,issameas,,,,,
Q3946370,Q3946370,issameas,,,,,
Q3952866,Q3952866,issameas,,,,,
Q3953576,Q3953576,issameas,,,,,
Q3960167,Q3960167,issameas,,,,,
Q3960170,Q3960170,issameas,,,,,
Q3962469,Q3962469,issameas,,,,,
